registration_id,student_name,date_of_birth,email,address,department,sub1,sub2,sub3,sub4,sub5
6383988,Kathleen Brown,1997-09-26,mrobinson@hotmail.com,3067 Christy Roads Apt. 318,Mechanical,83,38,40,27,25
7685744,Michael Reyes,1996-03-10,stevenpayne@yahoo.com,211 Perez Mountain,Metallury,16,88,90,20,16
2731071,Susan Gibbs,1995-11-16,jack87@yahoo.com,6966 Taylor Avenue,Metallury,51,71,49,17,77
5089401,Michelle Booth,1995-06-05,jessicadixon@hotmail.com,357 Courtney Village,Electrical,11,19,63,29,90
3377610,Rachel Hunt,1998-03-03,ofigueroa@gmail.com,944 Paula Fords,E&TC,15,84,56,15,36
5414570,Shannon Watson,1996-08-11,adam20@maxwell-king.com,3256 Susan Villages,Petroleum,27,29,43,65,56
8624189,Sabrina Chase,1996-01-06,george77@anderson.com,88294 Kevin Loaf Suite 951,Petroleum,92,50,87,17,59
7670838,Jennifer Harrison,1996-08-01,barrettdestiny@baker-gonzalez.org,679 Hughes Lake Suite 564,Petroleum,82,55,13,60,37
3203859,Evan Howard,1995-01-07,amberthompson@lopez.info,0232 Mcgee Village,E&TC,12,85,60,16,82
4382717,Patricia Davis,1996-05-24,lisa82@gmail.com,97610 Smith Burg,Civil,46,65,11,42,26
570534,Jordan Benson,1996-12-17,gbonilla@knight.com,48321 Laura Knolls Apt. 286,Metallury,75,75,65,52,81
1891307,Michael Patrick,1996-05-06,michelle65@smith.biz,613 Valdez Station Suite 536,IT,17,61,90,41,57
8752195,Shelby Hansen,1996-08-11,vdaugherty@hotmail.com,0568 Brandy Mills,Civil,22,67,97,24,12
959691,Bryan Lynch,1997-04-14,omiller@nichols-sandoval.com,9177 Sandra Ridge Suite 633,IT,21,39,53,39,13
2037758,James Green,1994-09-27,elizabethhill@hotmail.com,707 Lopez Crescent Suite 077,Petroleum,46,15,72,64,47
8631736,Lauren Smith,1997-05-19,taylorsteven@miller-brooks.com,7265 Brian Branch Suite 355,Civil,55,19,36,78,93
7185275,Dustin Greer,1996-08-21,yalvarado@carter.com,564 Rebecca Port Suite 682,Aviation,64,26,79,95,12
1906513,Stacey Alvarez,1994-08-11,kristi94@evans.biz,94516 Jeremy Meadow,Mechanical,73,92,82,19,55
227343,John Johnson,1998-04-16,brittneythomas@hotmail.com,3616 Potter Terrace,Petroleum,98,74,83,85,62
450795,Brianna Aguirre,1996-09-10,arobinson@fowler.info,541 Frank Ridge,Civil,18,24,83,32,22
552848,Ryan Taylor,1996-05-20,bridgetgarrett@reyes.com,2674 Bradley Pike Suite 990,IT,31,24,48,96,92
6865576,Karen Gonzalez,1995-03-03,perezjennifer@gmail.com,46603 Rodriguez Lodge,IT,28,33,40,32,81
3698524,Nicole Caldwell,1996-11-26,ahall@yahoo.com,745 Brown Drive,IT,68,47,57,65,84
169974,David Hunt,1998-02-07,lstephenson@cruz-hahn.org,05197 Ashlee Islands,Civil,57,83,41,45,28
7930154,Katie Conley,1996-11-11,branchsuzanne@gmail.com,3167 Campos Forks Apt. 094,E&TC,73,13,17,87,18
8229024,Robert Reed,1996-12-15,brian83@yahoo.com,3410 Luis Burgs,IT,53,62,35,65,46
3181712,Justin Webster,1995-09-28,patrick88@hanson.com,932 Jodi Row Suite 928,Civil,84,62,36,95,22
1663841,John Peck,1996-01-25,robertpaul@yahoo.com,81755 Brown Rue Apt. 907,Petroleum,30,69,60,62,80
7965017,Tina Davis,1998-03-19,tiffany98@yahoo.com,367 Ward Tunnel Suite 937,Aviation,48,61,19,20,12
1406266,Michelle Martin,1995-07-08,lindagreen@williamson.com,86594 Natalie Passage,E&TC,95,31,32,55,83
5993630,Samantha Buck,1995-07-27,martinclaire@gmail.com,1518 Mcintosh Route,Computers,76,25,80,90,19
887602,Matthew Watkins,1997-06-04,joshua09@smith.com,76009 Wheeler Trail,Aviation,53,95,59,15,18
2769080,Mark Perez,1997-12-16,jvance@yahoo.com,295 Jason Vista Suite 751,Computers,63,75,98,44,20
318580,David Williams,1997-07-01,kellyreid@yahoo.com,798 Chavez Pines,E&TC,38,74,12,59,10
8590156,Tanya Contreras,1995-08-21,laura58@gmail.com,079 Melissa Shoals,Aviation,53,100,65,38,46
5219135,Melissa Williams,1996-10-21,zstout@williams-fowler.com,63427 Cynthia Cape,Petroleum,69,52,14,88,47
3754237,Robert Jordan,1997-12-04,garciabrandi@gmail.com,301 Brown Spring Apt. 334,Metallury,99,97,96,56,14
4409273,Troy Lane,1995-04-27,ryandickson@gmail.com,5071 Ronald Mall Apt. 047,Chemical,13,36,80,36,65
8083277,Elizabeth Morgan,1997-03-22,hunterpaula@jones.com,78441 Peter Extension Suite 324,Chemical,87,46,46,41,97
3117571,Michael Porter,1997-10-20,melissa43@gmail.com,6507 Valdez Hill,Metallury,66,44,29,25,36
7268910,Shane Adams,1997-04-01,ashleyhancock@hotmail.com,3276 Brown Bridge Apt. 330,IT,31,63,43,38,74
2937520,William Weiss,1995-03-27,julie93@reyes.com,26694 Roberson Land,Computers,95,74,67,21,65
2213267,Melinda Sparks,1995-06-03,imckay@miller.net,61154 Sheila Hills,Civil,16,73,64,95,32
4438036,Robin Snyder,1994-09-24,wayne70@howard.com,0575 Noah Stream Apt. 688,Petroleum,34,42,44,80,21
6423983,Ashlee Torres,1995-04-08,williamwhite@hotmail.com,60167 Evelyn Loop Suite 250,Computers,35,93,62,14,34
6044348,Travis Mathis,1996-08-16,kimosborne@mills.com,31955 Douglas Ports,Chemical,76,20,55,75,29
3516830,Brandon Reyes,1994-12-04,christinabullock@meyer-crawford.net,24005 Moses Mountains Suite 365,Electrical,76,28,28,85,30
292204,Sean Harvey,1997-04-16,schneiderdavid@chambers.net,1509 Colleen Prairie,IT,53,92,86,45,77
5771823,Jacob Collins,1996-01-27,markmarks@hotmail.com,3728 Taylor Circles Apt. 395,Civil,41,55,28,25,86
672501,Tyler Gibson,1996-12-04,kristasparks@gmail.com,886 Steven Ferry Apt. 891,Civil,73,45,67,17,67
722226,Jackson Sosa,1998-02-18,gward@yahoo.com,16526 Johnson Drive,E&TC,59,27,31,64,56
797726,Jenna Glover,1996-06-16,holson@hotmail.com,3084 Ashley Springs Apt. 880,Electrical,62,57,57,34,95
6249699,Daniel Clark,1998-03-04,victoria96@richardson.com,49892 Molly Branch,Electrical,60,51,77,24,37
406616,Kevin Sullivan,1994-09-04,denisepetersen@gmail.com,76065 Jacob Street,IT,16,23,81,39,13
1817458,Derek Rhodes,1998-03-13,hernandezkimberly@cummings-jordan.com,3262 John Mill,Electrical,81,95,44,89,25
2116578,Angela Shields,1997-03-31,smithstephanie@gmail.com,121 Smith Extensions Suite 891,Civil,52,59,18,46,31
4318094,Jeffrey Garcia,1996-08-09,clarkrachel@butler-love.biz,72283 Angela Course Apt. 706,IT,45,77,44,89,72
3931837,Richard Wade,1995-12-26,moraleskelsey@hotmail.com,5994 Mullins Mews,Petroleum,74,30,72,27,54
8044670,Mary Douglas DDS,1996-06-29,kennedytroy@hotmail.com,9640 Moore Estate,Civil,67,56,79,89,79
4551141,Mrs. Jennifer Green,1998-03-01,hardinmichael@burke.com,918 Kimberly Locks,Metallury,60,94,74,12,11
646575,James Doyle,1995-07-20,cdavis@weber.com,041 Parker Islands,Civil,28,69,94,13,36
6368931,David Jones,1998-04-13,jessicacampbell@yahoo.com,93588 Thompson Parkways,Civil,25,83,99,51,52
6011818,Timothy Weaver,1994-09-21,oenglish@hotmail.com,21411 Kristin Shoals,Petroleum,63,77,60,21,23
3281920,Diana Ochoa,1996-07-31,ravensantana@yahoo.com,3581 Carroll Mill Suite 767,Chemical,69,59,72,22,62
4426943,Alicia Schultz,1995-06-20,geoffrey70@smith.biz,964 Angela Islands Apt. 102,IT,18,50,59,20,70
5017701,Stephanie Arnold,1997-07-01,earllarson@hotmail.com,605 Miller Prairie,Aviation,95,39,40,62,36
3551274,Anthony Johnson,1997-08-18,victorshaw@hotmail.com,554 Johnny Cliff Suite 828,Civil,18,41,66,78,24
1982187,Jared Mitchell,1996-11-20,danielle26@martinez.com,1290 David Hill,Aviation,50,36,71,18,35
725624,Anita Johnson,1998-02-21,rebecca73@taylor.com,500 Tyler Lock,E&TC,52,68,62,51,62
5287281,Janice Rodriguez,1997-08-31,joanndavis@yahoo.com,810 Cox Mews Suite 385,Electrical,41,93,25,91,56
19272,Morgan Mcgrath,1996-06-16,salaslisa@hotmail.com,839 Woods Shores Suite 554,Metallury,34,66,24,25,59
3550063,Jacob Montgomery,1994-12-09,powellmadeline@patterson-roberts.com,2929 Amanda Stravenue Suite 662,Aviation,77,33,22,47,25
2659464,Amy Fernandez,1998-01-22,abigail35@yahoo.com,85378 Paula Point,Aviation,86,41,84,30,10
3799916,Christopher Nguyen Jr.,1995-05-25,dianacarlson@yahoo.com,5838 Adam Points,E&TC,59,13,15,97,20
7457966,Sarah Williams,1994-06-17,james31@yahoo.com,82189 Drake Union Apt. 525,IT,97,28,76,89,44
3546055,Ryan Gregory,1996-07-30,gjohnson@hotmail.com,365 Dennis Turnpike Suite 464,Aviation,25,79,15,72,60
964658,Christopher Khan,1996-02-13,ivan40@herring.com,3820 Sue Ports Suite 736,E&TC,47,14,11,21,65
4177116,Jacob Holden,1997-05-25,villarrealthomas@hotmail.com,11538 Miller Walk Suite 648,Aviation,35,39,78,10,64
2141775,David Saunders,1997-08-01,samuelnewton@hotmail.com,617 Hall Mission Apt. 542,Petroleum,27,90,62,39,88
5574519,Brittany Flores,1998-05-09,tiffanyalvarez@miller-mason.com,7526 Paula Forks,Petroleum,95,51,46,88,23
5271915,Billy Smith,1994-11-13,annettejones@taylor.net,96976 Strickland Place,Aviation,48,12,58,51,34
3075543,Ricardo Simpson,1995-11-21,browncharles@hotmail.com,66311 Jacqueline Coves Apt. 187,Mechanical,76,53,30,74,51
5279420,Julia Riley,1995-12-24,charles39@martinez-jackson.com,9115 Monroe Ramp,Metallury,32,91,26,62,73
7284878,Daniel Smith,1997-07-07,matthewsmith@hall.info,00103 Renee Skyway Suite 517,Electrical,63,61,31,28,83
8520584,Blake Knight,1997-01-17,eric90@gmail.com,46390 Rhonda View Suite 013,Petroleum,87,70,14,71,15
4663030,James Miller,1996-12-06,josedavis@martin.com,15148 Jerry Point,Chemical,46,46,53,13,97
834984,Jason Harvey,1995-07-27,campbelljon@garcia.net,20316 Shirley Harbor,Petroleum,57,73,92,85,75
6060652,Sandra Schwartz,1994-12-02,ubray@yahoo.com,6708 Marie Spur,Petroleum,22,49,91,91,16
6754477,Stephanie Aguilar,1997-10-22,dhickman@gmail.com,22843 Barry Cape Suite 758,Petroleum,72,51,84,67,25
4588382,Michele Whitehead,1994-10-14,roberthansen@gmail.com,68247 Sanders Lane,Petroleum,74,43,80,43,78
3145412,Joshua King,1995-01-02,francisco39@hatfield-brown.com,33714 Pham Locks Suite 183,Aviation,50,42,38,48,33
6931492,Debra Scott,1996-01-17,kjohnson@gmail.com,543 May Street,Chemical,12,23,51,16,70
4025822,Frank Schultz,1995-12-16,samuelgordon@lynch-sanchez.com,09706 White Mill,Aviation,89,36,64,58,85
6554247,Jessica Kelley,1997-10-17,wevans@gmail.com,527 Tucker Cove Suite 304,Metallury,42,45,95,49,56
77886,Kenneth Moody,1997-07-13,jack15@king.com,11371 Gay Valley,IT,84,81,62,100,25
2443273,Andrea Riley,1997-05-25,aconley@arnold.net,39252 Montoya Throughway,Computers,97,62,60,87,10
4266024,William Roberts,1994-07-06,patriciawilliams@foster.info,168 Mccarty Orchard,Metallury,26,87,41,62,29
4053548,Daniel Townsend,1996-05-05,smithwilliam@avila-kim.com,700 Mcdonald Run,IT,100,15,92,39,69
7929474,Jason Santos,1994-12-31,mitchellamanda@sanchez.net,17587 Williams Gardens Suite 708,Civil,71,75,55,80,51
5866210,David Jones,1997-09-07,heathermorales@hotmail.com,546 Cook Cliff,Computers,50,11,99,16,76
7942610,Rebecca George,1995-05-23,christinejones@hotmail.com,12631 Patterson Square,Metallury,31,77,41,17,73
1124864,Jennifer Whitehead,1994-09-29,jacobwalton@yahoo.com,96425 Patricia Road,Electrical,84,12,99,62,55
5194533,Cory Powell,1994-07-27,matthew83@medina-elliott.biz,5182 Jack Crescent,Metallury,72,86,37,90,54
5608535,Christina Woodward,1998-03-06,kinganthony@yahoo.com,877 Evelyn Drive Apt. 545,Petroleum,37,56,78,68,46
2201418,Jason Ritter,1995-11-15,brianjones@moses.com,4614 Jones Drive Apt. 598,E&TC,97,96,71,59,79
5950865,Sarah Mitchell,1994-07-20,thomasking@gmail.com,0410 Wagner Branch Apt. 034,Chemical,35,96,54,54,100
6667075,Erika Turner,1997-03-31,melissa38@brooks.org,654 Garcia Terrace,E&TC,74,53,84,13,60
7693123,Johnny Hester,1997-09-15,abarnett@gmail.com,92724 Logan Unions,Petroleum,99,23,78,38,71
7272836,Suzanne Mccall,1998-01-11,christopher64@ortiz-wiley.info,0769 Rebecca Prairie,IT,48,84,81,14,52
6754367,Monica Black,1997-01-10,ewood@hotmail.com,87055 Ewing Prairie,Petroleum,35,57,22,54,68
6807175,Courtney Brown,1997-06-08,mckaywilliam@drake.org,97397 Kathryn Track Suite 790,IT,45,10,96,90,81
5776459,David Huff,1996-02-23,sean21@yahoo.com,90833 Powell Lake,Chemical,62,86,41,80,40
8810343,Larry Turner,1996-05-15,james96@mckinney.com,276 Joseph Ferry Apt. 620,Electrical,64,66,22,53,62
6340537,Ms. Casey Turner,1996-05-03,linda47@gmail.com,4322 Fuller Motorway,Metallury,50,32,64,60,13
129470,Kari Martinez,1997-04-21,jonesangel@mcconnell.org,924 Weber Junction,IT,54,14,41,51,49
4445521,Emily Miller,1997-08-18,kmartin@barrett.biz,81009 Amanda Inlet,Mechanical,15,51,72,52,87
8370324,Jerry Poole,1995-11-04,paula90@yahoo.com,70235 Karen Lodge Suite 811,Computers,48,99,36,42,70
7533748,Jessica Sanchez,1997-09-15,ogilmore@simpson.net,46465 Karen Dam,Metallury,86,67,92,84,93
4282275,Johnny Cook,1997-05-19,perkinsallison@gmail.com,3409 Gonzalez Springs Suite 913,IT,10,68,22,33,83
2425507,Shelly Rangel,1996-06-13,carmen00@schneider.com,390 Williams Ports,IT,41,40,89,50,57
4398524,Sheena Watts,1994-10-03,garnertimothy@gmail.com,11377 Hopkins Points Suite 692,Civil,69,32,67,92,44
7652816,Jo Farrell,1996-10-17,xrocha@garcia.biz,49047 Rangel Squares Apt. 388,IT,41,63,71,32,15
2146288,Eric Hubbard,1998-05-12,hcoleman@gonzalez-johnson.com,066 Tanner Trail,Electrical,65,40,61,63,78
1958298,Andrew Johnson,1996-01-03,perkinskaren@yahoo.com,9530 Kristen Stravenue Apt. 198,Chemical,33,39,95,74,54
7485942,Rachel Dunn,1997-07-04,mccoymelissa@hotmail.com,7649 Dustin Terrace Apt. 410,Civil,42,15,57,30,69
7503980,Caitlin Chapman,1995-08-01,perry25@cross.com,45276 Anna Ramp Suite 860,Civil,100,31,84,85,99
7729060,Christopher Mcmillan,1997-06-18,walter76@hotmail.com,1951 James Ville Apt. 887,Civil,96,44,21,52,48
7558114,Nicholas Shepherd,1995-04-08,dianewhite@garza.org,0995 Brandy Coves,Mechanical,28,71,40,87,81
2142243,Christina Hoffman,1994-08-09,mcculloughjordan@yahoo.com,331 Thomas Square,Petroleum,29,17,66,36,40
8276240,Raymond Brock III,1997-06-20,mandymelton@hotmail.com,365 Karen Groves Apt. 290,Petroleum,57,86,84,10,86
8082815,Scott Robbins,1997-08-02,obrown@yahoo.com,65932 Sophia Streets,Mechanical,56,97,21,39,22
8161668,Peter Baldwin,1996-01-20,dshelton@moore.net,81979 Erin Field Apt. 568,Metallury,59,87,84,45,72
426887,Mary Scott,1997-07-30,erik83@yahoo.com,78316 Cunningham Park,Civil,56,47,46,96,35
8826848,Kimberly Woodward,1997-11-28,laura56@trujillo.com,9576 Krystal Turnpike,Metallury,47,37,88,10,24
208666,Martin Perez,1997-12-10,lisacobb@yahoo.com,258 Bender Knoll,Petroleum,45,30,36,90,26
5175677,Tina Lopez,1994-10-12,rgarza@simmons-carter.com,5379 Stephen Ramp Apt. 910,Civil,64,46,19,94,46
1261906,Gregory Johnson,1996-02-26,robinward@wolfe-morales.com,7005 Katrina Station Suite 365,E&TC,94,21,42,10,85
281648,Jamie Montgomery,1995-06-30,wardjulie@lee.biz,724 Amber Via Apt. 504,IT,41,68,88,83,41
8270200,David Cox,1994-10-01,tgriffith@brooks.biz,1476 James Oval Suite 948,E&TC,65,88,100,93,79
5055353,Carol Ramos,1998-03-10,tonypowell@hotmail.com,61413 Maria Village Suite 303,Civil,32,29,29,66,43
6976422,Sarah Smith,1996-01-22,sharon10@yahoo.com,99859 Martinez Glen,Chemical,26,69,16,23,40
8653869,Eric Mason,1994-10-11,johnsonjoseph@gmail.com,579 Kelly Station,Mechanical,93,33,61,55,64
8162053,Michelle Jones,1997-03-15,teresapeters@yahoo.com,8023 Johnson Lodge Suite 663,Computers,99,55,26,48,96
8090298,Douglas Clark,1995-04-02,xrodgers@williamson-zhang.com,293 Angie Knoll Suite 124,Chemical,41,47,82,81,97
7084657,Curtis Spencer,1997-07-21,freemanwilliam@wilkinson-mayer.com,9977 Scott Mission Apt. 280,Metallury,16,46,35,88,58
787872,Gabriel Reyes,1995-12-07,joshuamendoza@hotmail.com,7309 Costa Village,IT,22,27,80,27,39
8950608,Jon Stephens,1994-08-26,ofrazier@hotmail.com,1535 Zachary Bridge,IT,18,52,74,92,65
3117750,Melissa Callahan,1996-10-09,zdaniel@johnson.biz,61394 Baker Camp Suite 295,IT,12,28,31,46,46
2427767,Joshua Russell,1994-11-19,qjackson@hotmail.com,5744 Gabrielle Trail,Petroleum,63,60,41,64,47
2324441,Gregory Mason,1994-08-17,michellemacdonald@gmail.com,29752 Dunn Fords,Chemical,11,89,62,75,66
5548423,Megan Garcia,1995-10-16,kwatson@hotmail.com,30115 Gamble Islands,Petroleum,30,25,30,87,65
2269042,Karen Morris,1997-03-16,jennifergarcia@rivera.com,28940 Mckinney Pine,Metallury,95,24,49,33,39
6096948,Robert Rodriguez,1995-05-18,gutierrezmark@hotmail.com,64045 Michael Summit,Metallury,87,15,97,14,20
4726297,Michael Martinez,1997-02-18,tleach@williams.org,458 Tyler Circle,Electrical,83,95,93,53,59
2615767,Catherine Duffy,1996-12-12,kellyjohnston@ward-stewart.com,0760 David Parkways Suite 917,E&TC,50,51,18,42,51
1999735,Laura Glenn MD,1997-08-06,powellkevin@anderson.com,705 Brown Throughway,Chemical,87,83,44,79,33
7846016,Erin Edwards,1994-06-17,mariosoto@luna-walker.net,5132 Christopher Corner Apt. 066,Electrical,37,24,15,64,95
4942776,Elizabeth Gill PhD,1996-04-09,godom@pierce.com,6399 Edwards Lock Suite 489,Metallury,23,32,66,76,63
2196171,Lisa Robinson,1997-07-11,katherine82@fletcher.com,3557 Roberta Walk,Mechanical,68,53,93,65,93
6395811,Nicholas White,1994-05-28,emilylara@taylor.com,4371 Lisa Drive,Chemical,71,100,70,57,15
4083512,Jason Doyle,1995-06-07,mckinneyvicki@mitchell-dean.com,257 David Inlet,E&TC,34,19,99,13,13
321578,Taylor Perkins,1995-05-25,staceyhaynes@thompson-frey.com,051 Hicks Heights Apt. 683,Chemical,74,96,53,31,68
5868423,Brett Scott,1994-08-28,barbaravelez@gmail.com,533 Natalie Cape Apt. 663,E&TC,45,62,80,24,76
4683255,Mark Johnson,1998-01-24,kevinhampton@hotmail.com,58016 Peterson Cliff,Civil,92,44,43,89,85
2308995,Jacqueline Mays,1995-01-05,dconner@gmail.com,14313 White Street,Metallury,59,36,97,88,49
6085776,Tristan Acevedo,1997-04-13,jeffersondwayne@yahoo.com,60846 Thomas Ferry,Computers,34,39,87,61,58
5129574,Tiffany Jones,1997-05-03,zoe00@yahoo.com,20779 Tapia Unions,Mechanical,73,26,56,98,69
3182291,Shannon Fletcher,1997-06-24,deanna07@holmes.net,5852 Rebecca Creek,Petroleum,93,10,54,18,90
4809917,Stephanie Norton,1996-01-01,stephanie23@yahoo.com,3442 Wong Station,IT,31,16,26,23,98
1929584,Rhonda Prince,1994-08-13,lopezkevin@martinez.com,008 Vang View Apt. 167,IT,47,89,87,76,51
7647858,Elizabeth Morgan,1996-11-06,matthewpierce@rasmussen.com,6290 Jacob Stravenue,Aviation,96,97,86,40,62
4236999,Gina Johnson,1996-04-06,deanna78@yahoo.com,59922 John Shore,Aviation,61,95,90,58,72
3364570,Lori Preston,1998-04-17,wballard@hill.org,22073 Miller Mount,Metallury,88,64,58,33,96
8551358,Linda Holland DDS,1996-04-20,cprice@moyer.info,8603 Wood Spur Suite 534,Petroleum,93,33,73,14,69
1783433,Margaret Long,1995-02-18,matthew15@hamilton-hill.org,6577 Isabel Via Apt. 964,Computers,60,60,37,45,48
1657718,Renee Peterson,1998-03-26,hilljennifer@hotmail.com,28751 Shari Keys Suite 155,Metallury,81,60,100,54,100
7936265,Caitlin Allen,1996-05-19,uthompson@delacruz.net,37779 Cheryl Curve Apt. 958,Chemical,52,24,43,53,77
4164261,Joseph Ross,1997-03-08,ukramer@yahoo.com,89798 Kristi Expressway,Mechanical,14,59,60,43,36
6916592,George Kirby,1998-01-14,nathan50@yahoo.com,763 Tran Drive Apt. 362,Civil,89,17,63,90,95
8214014,David Ritter,1995-04-26,allison25@hotmail.com,655 George Port,Mechanical,65,14,98,100,79
6811502,Michael Hall,1996-11-03,matthewsryan@gmail.com,3252 Gomez Overpass,Electrical,65,39,15,83,61
7906758,Laura Johnson,1996-09-19,robertnewton@hotmail.com,2972 Phillips Wells Suite 011,Mechanical,96,67,75,88,85
8536245,Jennifer Williams,1994-06-14,dwilliams@lowery-ramirez.info,498 Jennifer Ways Suite 612,IT,18,80,28,86,99
4472427,Mr. Angel Sexton,1997-07-01,johnreeves@gmail.com,554 Sanchez Radial,E&TC,79,39,28,77,90
3151642,Jason Johnson,1994-11-20,christianjohnston@randolph.com,4883 Freeman Divide,Computers,42,96,46,90,63
5525223,Lauren Brown,1995-02-27,jsmith@simmons.com,169 Mullen Crossing,Mechanical,75,67,40,88,80
6313998,Kimberly Wagner,1996-10-02,allisonward@gmail.com,5155 Lindsay Mountains Apt. 102,E&TC,85,76,70,16,74
7233414,Christopher Brown,1994-09-08,sharihaynes@yahoo.com,10645 Robert Junction Suite 179,Aviation,69,95,56,60,58
6524359,Megan Steele,1994-09-01,john53@whitehead.com,888 Powers Common Apt. 810,Electrical,38,51,96,31,88
6924482,Linda Dominguez,1995-12-04,ohudson@gmail.com,9295 Butler Walk Apt. 009,Chemical,40,45,59,14,58
5637842,Hector Herrera,1997-08-15,amanda67@moss-zamora.com,63541 Jimmy Cove Suite 060,Computers,37,85,20,85,74
8687850,Micheal Hutchinson,1994-05-31,brownsara@hotmail.com,010 Teresa Centers,Civil,19,29,50,83,98
