registration_id,student_name,date_of_birth,email,address,department,sub1,sub2,sub3,sub4,sub5
2451317,Travis Lawrence,1994-08-27,christopher00@warren-rodriguez.net,1404 Samantha Turnpike,E&TC,18,66,19,55,15
7628204,Sheri Burns,1996-08-05,gibsonchristopher@gmail.com,7953 Robert Estate,Civil,53,39,61,93,31
2362318,Sharon Aguilar,1998-03-13,kristin78@yahoo.com,99605 Houston Courts Suite 444,Petroleum,74,41,17,11,96
4109660,Shawn Baker,1996-06-11,catherinesutton@woods-phillips.info,1170 John Cove Suite 257,Chemical,27,81,65,39,65
6091471,Jon Hughes,1997-09-25,mccoyamber@hotmail.com,0378 Paul Plains,Petroleum,96,87,53,19,45
1406381,Mary Cooper,1996-09-03,pennypeters@hotmail.com,772 Middleton Cliff Apt. 208,Electrical,99,90,90,79,97
4764462,Tamara King,1994-10-08,jill66@yahoo.com,73990 Trevor View Suite 369,Aviation,52,49,16,69,15
6307433,Carolyn Cardenas,1997-09-14,rwhite@arroyo.info,08334 Shannon Mount Apt. 934,Chemical,82,17,73,74,89
5956193,Kathryn Mcbride,1997-05-08,keith57@avila.com,83840 Dakota Hills Suite 252,Electrical,91,24,18,85,97
5874025,Brendan Rodriguez,1996-11-17,imoore@hotmail.com,65039 Anita Tunnel Apt. 623,E&TC,68,38,70,25,26
2531871,Virginia Leach,1997-01-07,cathymiller@yahoo.com,394 Franco Island,Aviation,76,52,25,77,30
7479312,Victoria Chambers,1997-06-09,qcollins@gmail.com,421 Richmond Ridge,Civil,64,21,49,62,45
7812645,Scott Baker,1997-11-25,kmoreno@yahoo.com,61950 Brian Fork,Aviation,43,58,81,96,30
501856,Susan Bentley,1998-05-23,gibsonrebekah@neal.com,4114 Guerrero Ridge,IT,87,37,70,44,19
8430291,Jennifer Pittman,1996-09-04,andersonkimberly@west-page.com,24672 Spence Hills Apt. 812,Civil,25,98,23,22,82
15960,John Evans,1996-06-23,michaelgarcia@jones-hunt.biz,9555 Matthew Harbors Suite 953,Aviation,58,48,99,76,53
5384679,Ryan Stevens,1997-10-24,jonesbenjamin@ball.com,83509 Munoz Harbors,Computers,43,92,49,80,89
2285167,Melissa Williams,1995-02-13,jasonerickson@jones-becker.biz,3831 Andrew Ranch,Electrical,16,53,58,69,38
5630582,Cameron Ortega,1996-01-19,lopezgeorge@howell.com,655 Bryce Hollow,Petroleum,95,100,83,82,26
4908695,Tracey Walker,1996-03-20,morenomatthew@peters.com,6535 Rogers Estates,Electrical,81,12,24,62,48
6085648,John Dunn,1995-10-01,brianlong@hotmail.com,811 Moore Glen,Civil,100,76,87,77,59
6451884,Sierra Miles,1998-04-09,john80@gmail.com,736 Hall Parks,Computers,59,92,35,54,91
7841938,Ashley Pierce,1995-11-03,fjames@luna-bryant.com,05879 Stephen Isle,Chemical,39,75,64,89,22
4322450,Brian Chambers,1994-11-02,michael06@yahoo.com,2276 Tami Plains,Mechanical,32,30,53,32,65
621026,Kimberly Lee,1997-01-29,david32@long-barnes.com,795 Madeline Falls,Mechanical,36,24,72,52,44
3268320,Ronnie Ramirez,1996-06-01,pruiz@guzman.com,680 Greene Causeway,Petroleum,22,78,64,83,92
4851725,Megan Allen,1998-05-18,roweamber@hotmail.com,834 Charles Field,Civil,75,13,74,13,61
800150,Corey Garcia,1997-04-09,amynguyen@hotmail.com,307 Daniel Gardens Suite 056,IT,94,90,97,60,33
5787107,Shannon Farley,1996-08-12,zgreene@dougherty-miller.com,866 Patterson Square Apt. 728,E&TC,99,65,50,61,52
3113842,Thomas Smith,1996-04-28,sarahgeorge@phillips-mack.info,9284 Mindy Walks Apt. 975,Aviation,35,29,98,16,38
8639201,Steven Carter,1997-06-05,bradleyashley@davis.com,347 Joseph Curve Apt. 832,Chemical,80,88,70,46,34
3438888,Matthew Moore,1996-12-06,hurleylarry@gmail.com,71580 Charles Pike Apt. 204,Civil,50,84,92,19,59
3352994,Alexander Cook,1995-02-13,amcclain@malone.com,489 Cannon Wall,Computers,80,91,50,58,14
3723345,Daniel Neal,1996-05-19,campbellfrank@anderson.com,70341 Phillip Ridge Apt. 671,Mechanical,15,81,77,34,81
1070795,Mckenzie Frank,1998-04-14,taylor83@yahoo.com,6889 Roger Mission Apt. 168,Computers,27,36,35,34,23
7463363,John Chavez,1995-07-17,cannonsamuel@berry.com,3836 Zimmerman Villages Suite 202,Metallury,92,99,58,85,20
8167464,Melissa Brown,1997-06-14,conleyscott@lopez.net,318 Douglas Shoal,IT,69,54,24,26,86
3808748,Jennifer Taylor,1996-06-24,robinhunt@bean-ortiz.org,343 Brian Harbor Suite 155,IT,41,88,89,36,94
1581228,Mark Lee PhD,1995-06-24,hannahlynch@jones.biz,12511 Kimberly Grove,Computers,49,10,11,77,86
4371167,Candice Odonnell PhD,1997-07-08,stephanie84@myers.com,62006 Sharon Flats,Metallury,71,39,39,38,85
2218388,Willie Ortega,1995-05-22,scottburke@gmail.com,47846 Johnson Run,Petroleum,16,32,58,98,97
1364683,Joseph Allison,1996-11-07,laura45@hotmail.com,293 Valerie Heights,Petroleum,30,60,89,69,65
4615822,Michele Mitchell,1996-01-23,shelby97@hotmail.com,234 Robinson Valley Apt. 870,Chemical,16,41,48,93,99
7981298,Sherry Morales,1996-04-06,isabelgarcia@bush.com,93795 William Center,Metallury,60,37,55,89,83
517118,Brian Logan,1995-07-19,michellerobinson@cuevas-jennings.com,80958 Kevin River,Computers,20,22,77,83,43
8812802,Monica Bell,1997-11-04,jonathanhenderson@evans.com,80395 Lopez Track,Aviation,32,33,70,91,46
293224,Paul Huynh,1998-05-16,megan87@yahoo.com,32576 Stephen Cove,Petroleum,72,63,65,43,58
3085060,Cynthia Tucker,1996-01-13,gardneranthony@russell.biz,671 Ward Route Suite 882,E&TC,69,50,26,82,73
425280,Cesar Anthony,1995-12-20,douglas62@gmail.com,644 Alex Path Suite 002,Civil,31,80,69,85,22
4561846,Robert Martinez,1996-11-15,uprince@herrera.com,13004 Nicole Drives,Metallury,44,10,30,38,21
3386164,Jared Anderson MD,1998-01-18,catherine84@yahoo.com,7529 Cruz Lodge Suite 223,Civil,55,54,99,21,49
7390433,Amy Mccall,1997-10-19,stephanie17@yahoo.com,42463 John Heights Suite 160,Chemical,10,44,94,68,68
8807410,Eric Johnson,1995-05-15,sabrina60@harper-smith.com,4896 Zachary Avenue Apt. 901,Civil,21,71,92,76,68
2845763,Amber Patton,1996-08-30,alanedwards@johnson.net,044 Diaz Ford,Metallury,60,60,38,52,16
899199,Laura Hurley,1997-10-25,rodriguezsteven@tran-taylor.org,0829 Kimberly Isle Suite 276,E&TC,72,43,30,70,47
6382938,Dr. Anthony Wilson,1998-01-31,andrewtaylor@yahoo.com,2183 Kimberly Courts,Electrical,36,42,16,58,79
929664,Miss Terri Erickson MD,1996-10-27,richardsolivia@yahoo.com,695 Garcia Flats,Chemical,78,91,72,78,44
3757299,Anthony Morris,1997-01-02,lvang@thompson.com,64587 Harding Divide Apt. 890,Petroleum,52,46,84,19,44
1283526,Christopher Williams,1996-08-19,ashleypierce@gmail.com,32825 James Fort Apt. 891,E&TC,46,96,20,46,78
4580117,Douglas Greene,1995-01-18,campbelljennifer@garcia.com,30170 Shirley Center Suite 698,Computers,85,11,83,99,67
2925810,Joshua Gonzalez,1997-05-09,shays@brown.com,3670 Bolton Squares Apt. 067,Chemical,49,35,90,82,12
4910088,Leslie Alvarado,1995-05-29,whitescott@miller.com,589 Kevin Well Apt. 496,Electrical,55,24,82,17,88
3660354,Kathleen Nelson,1994-11-03,fking@hotmail.com,35835 Jones Square Apt. 048,Aviation,59,44,40,70,57
1572307,Paul Cox,1995-11-30,sharonbaker@ward.com,6276 Anthony Prairie,Electrical,72,81,73,23,60
8131478,Bradley Zimmerman,1996-05-06,jeffrey76@gmail.com,64506 James Vista Suite 156,Chemical,75,43,76,62,39
6963303,Ryan Shaw,1994-10-13,caindavid@gmail.com,081 Courtney Inlet,Chemical,89,75,97,46,93
8196623,Zachary Davila,1994-08-23,beckerkrista@yahoo.com,20736 April River Apt. 471,Petroleum,67,88,20,21,34
8713057,Nathaniel Holland,1996-02-04,jenniferwashington@yahoo.com,6962 Anderson Branch,E&TC,22,42,54,80,79
3708263,David Warren,1995-08-23,wmitchell@gmail.com,559 Wise Fall,Mechanical,61,12,89,85,54
4767419,Matthew Dunlap,1994-10-07,arthur34@gmail.com,9522 Denise Walk Apt. 754,IT,24,35,68,75,93
3617424,Keith Howard,1995-03-14,michaelphillips@yahoo.com,874 Sarah Flat Apt. 852,Metallury,48,18,21,63,85
2214728,Kirk Harris,1995-06-01,pamela80@hotmail.com,62996 Anderson Plaza Suite 336,Metallury,55,93,90,26,23
6481956,Ashley Mcgee,1996-09-19,annawilson@parsons-gonzalez.com,679 Austin Loaf Apt. 394,Metallury,18,90,60,90,91
5179148,Brianna Patel,1997-03-29,elijah29@hotmail.com,998 Whitney Circles,Chemical,81,60,61,80,83
5492117,Stacy Nichols,1996-08-02,sullivandouglas@gmail.com,90162 Kayla Prairie,Mechanical,84,67,87,71,44
8036119,Cody Burton,1997-04-15,tinawhitehead@gmail.com,00834 Nguyen Ville Suite 221,Computers,17,86,21,92,81
1095744,Alexander Carter,1995-08-27,elizabethschroeder@lucero.com,566 Dean Burgs Suite 980,Chemical,88,64,85,94,17
763664,Zachary Dougherty,1995-05-08,steven28@freeman.biz,5559 Stewart Junction,Computers,53,90,56,89,100
2562773,John Fry,1994-11-27,usantiago@yahoo.com,35956 Sophia Turnpike Suite 427,Metallury,19,11,89,40,78
4080852,Christine Ryan,1994-11-12,batesgina@hotmail.com,764 Johnson Prairie Apt. 693,Civil,21,55,39,36,10
408683,Isaiah Young,1997-11-10,xramirez@gmail.com,28432 Smith Harbor Suite 215,E&TC,61,91,96,95,29
7166923,Philip Arellano,1995-07-23,gmartinez@page.com,341 William Village,Metallury,78,62,10,86,80
486240,Richard Parker,1998-02-27,johnsonsusan@white-henderson.com,2292 Jarvis Burgs,Civil,64,67,94,61,33
8139476,Warren Jackson,1995-02-17,kelly42@hotmail.com,29981 Davis Flats,Petroleum,39,72,11,31,64
3170465,Patrick Cooper,1995-02-08,desiree04@brown.com,9883 Wilson Extensions,Metallury,77,85,64,62,82
4283283,Jenna James,1995-01-30,asmith@thomas.com,048 Shields Crossroad Suite 222,Mechanical,40,85,20,13,87
2316661,Stephen Perry,1995-02-19,milescarlos@yahoo.com,5315 Johnston Coves Apt. 107,Computers,60,64,13,93,65
7472711,Melissa Bailey,1996-01-08,timothy42@foster-le.com,175 Mary Orchard,E&TC,66,45,50,64,38
1512290,Heather Smith,1995-03-20,maureenbaker@jones.info,0788 Perry Spurs Suite 392,Metallury,32,81,28,32,60
5517741,Jim Jimenez,1997-08-20,mcclurechristina@berg.com,1582 Mark Street Apt. 732,Civil,57,71,65,95,92
1747321,Amber Hall,1996-05-05,mendezelizabeth@yahoo.com,68425 Reilly Square,Aviation,44,69,27,97,43
1908174,Kimberly Hunt,1996-10-31,amanda19@rivas.com,1840 Clayton Summit Suite 319,E&TC,44,38,34,43,89
1879809,Vanessa Huff,1997-10-05,moranclinton@gmail.com,2484 Reynolds Center,Civil,82,40,90,94,88
7047027,Danielle Benitez,1995-03-16,dsilva@liu-lucero.org,384 Clark Mall Apt. 503,Metallury,98,67,79,45,88
1564628,Samuel Taylor,1997-12-23,taylordevin@hotmail.com,9802 Francis Pike Apt. 145,Aviation,95,55,41,88,56
1160493,Tanner Ward,1996-12-11,nancy97@barnes.info,603 Weaver Plaza,Chemical,21,17,66,94,88
3164944,Micheal Proctor DVM,1997-03-20,maynardsara@chan-french.com,2318 Jason Stravenue,E&TC,40,64,19,13,94
2798995,Steven Nolan,1994-11-03,susan75@hotmail.com,720 Oliver Islands Suite 662,Mechanical,51,24,17,39,41
5328748,Mark Snow,1996-07-03,rojasjames@gmail.com,0072 Richard Stream,Petroleum,82,11,71,44,19
1486034,Denise Carter,1997-09-03,fletcherpatricia@hotmail.com,41144 Byrd Shore Apt. 010,Mechanical,63,49,33,38,35
5614578,Ryan Hawkins,1997-10-09,rodriguezkelly@yahoo.com,7232 Anna Villages Apt. 345,Civil,73,74,94,10,50
2897235,Justin Keith,1995-09-27,agonzalez@hotmail.com,4393 Ruiz Union,Aviation,49,57,37,85,89
368767,Devin Dyer,1996-04-12,nicole76@moore.com,71559 Laura Drive,Chemical,61,57,75,55,60
4536399,Kathryn Ochoa MD,1997-12-26,thompsonrichard@morris-walker.com,4178 Andrew Greens Apt. 495,Civil,71,52,83,69,95
1138236,Alicia Thompson,1997-07-08,brian10@gmail.com,886 Martin Terrace Apt. 698,Computers,44,51,64,65,90
7742981,Melissa Park,1997-08-07,marissa88@yahoo.com,982 Taylor Mall,Civil,15,96,18,83,24
4387838,Vincent Huffman,1996-11-12,robert37@yahoo.com,976 Allen Curve Apt. 573,Aviation,82,88,18,24,67
330013,Catherine Bartlett,1996-07-23,thomaschristine@mcclure.org,620 Lewis Junctions Suite 143,IT,88,74,32,63,50
603214,Douglas Rush MD,1995-09-16,margaret78@fernandez-kim.org,2740 Jones Ways,Mechanical,56,12,51,88,88
4965294,Brandon Choi,1995-03-26,millsanthony@murphy-wolf.com,88261 Brian Knoll Suite 994,Metallury,41,80,44,36,37
4208833,Patricia Brown,1996-02-16,reedbryan@gmail.com,8860 Peterson Fort Apt. 737,IT,53,34,89,80,16
6165356,Michael Mason,1995-06-11,bwilliams@barber.com,254 David Light Apt. 443,Chemical,63,95,74,64,40
1948207,Matthew Gonzales,1997-02-16,kimjacqueline@brennan-thomas.net,835 Gregory Mall,Petroleum,21,30,37,68,93
2714318,Evan Hernandez,1996-08-23,rebecca66@gmail.com,31625 Horton Lane Apt. 786,Computers,98,46,51,13,36
7445508,Joseph Hudson,1997-02-18,copelandmelissa@yahoo.com,3104 Christina Ferry,Computers,22,74,21,41,31
8029478,Crystal Mcbride,1995-09-08,ojohnson@hall.info,5770 Michelle Throughway,IT,21,33,73,92,96
5147186,Benjamin Mccarthy,1997-01-12,david19@jones-wolf.org,72491 Robert Springs Apt. 904,Civil,96,34,25,32,41
8045386,Louis Williams,1998-03-08,mdixon@maxwell.com,23386 Kevin Lake Suite 073,Civil,32,68,14,46,11
7980776,Michelle Duke,1996-10-20,oquinn@anderson.org,6585 Hill Estate,Electrical,44,43,41,52,57
7115734,Amber Solis,1997-11-24,ujackson@yahoo.com,40669 Snyder Divide,E&TC,50,99,45,50,87
8106422,Vincent Hall,1996-03-13,lisataylor@gmail.com,23266 Foley Villages Suite 785,Petroleum,97,43,84,50,40
3941790,Dalton Stanley,1995-08-11,vedwards@hoover-miller.info,759 Campbell Lane Apt. 240,Metallury,87,31,22,62,91
2133420,Rebecca Garcia,1994-11-10,oconrad@gmail.com,7631 Brooks Greens Suite 019,Mechanical,35,95,61,52,27
675499,Patrick Parsons,1995-08-18,wmiller@ellis-simmons.com,3439 Kelli Plains Suite 308,Metallury,74,36,39,69,66
1275291,Mr. Stephen Adkins,1997-09-06,grantbrian@ramos.com,211 Cruz Mews Apt. 897,Aviation,16,86,67,25,25
3272371,Roy Durham,1995-09-22,heather14@smith.com,1809 Frank Route,E&TC,12,67,12,10,11
6027624,Jeffery Gentry,1996-08-02,kimberly93@hotmail.com,373 Richard Extensions,Aviation,43,11,79,16,89
2416333,Lisa Powers,1995-05-30,fwiggins@hotmail.com,02892 Jason Isle,Aviation,26,59,13,20,45
3684801,Julie Campos MD,1994-07-20,martinezmelanie@yahoo.com,74487 Suzanne Mall Suite 146,Electrical,98,59,72,29,87
2290661,Linda Torres,1997-12-09,kimberly27@miller-gill.com,69770 Raymond Land,Chemical,33,97,30,17,63
5934979,George Horne,1996-04-10,kaylacochran@yahoo.com,7774 Zachary Lodge Apt. 571,E&TC,91,57,96,95,28
4736834,Andrew Robinson,1995-03-17,catherine08@miller.com,05072 Colon Neck Suite 700,Civil,50,36,96,40,44
8468083,Brian Mendoza,1994-11-05,colton28@yahoo.com,62855 Scott Green Apt. 935,Civil,43,81,28,26,10
8156896,Brent Kirk,1998-05-03,sheila80@brown.org,407 Thompson Prairie,Civil,12,60,55,95,77
4063812,Jerry Wilson,1995-01-01,victor57@wang-alvarez.info,3651 Jason Ridge,Metallury,83,60,39,71,55
6556956,Lisa Brown,1997-12-07,blackamy@hotmail.com,05484 Sara Manors,Petroleum,53,93,42,32,79
7312158,William Fernandez,1998-05-13,davidgray@hotmail.com,296 Christopher Ways,IT,59,55,75,38,59
6776698,Emily Brown,1994-07-10,traceystevens@leon.com,17126 David Plaza,Metallury,35,67,71,33,97
5918164,Patricia Armstrong,1997-12-31,johnsonrobert@gmail.com,8139 Sierra Pike Apt. 910,Aviation,78,100,92,84,94
7709923,Michael Friedman,1997-04-24,laurenlong@powell.com,0749 Brown Causeway Suite 743,Computers,44,62,13,37,19
7095553,Tara Mclaughlin,1996-09-12,paulking@hotmail.com,364 Clark Brooks Suite 161,Petroleum,55,52,71,22,30
3963998,Kristine Parker,1997-03-27,kristen61@gmail.com,9142 Edwards Island Apt. 657,Electrical,74,55,52,27,45
5761889,Traci Mcdonald,1995-04-09,markwest@gmail.com,8447 Christopher Plains,Electrical,82,49,51,37,79
2796350,Michael Lewis,1994-09-20,rileymelissa@barker-wilson.biz,24128 Lewis Circle,Metallury,22,62,48,12,33
7339469,Jason Harrington,1997-03-18,simsmichelle@hoffman.org,3045 Moreno Landing Suite 335,Computers,76,22,59,40,80
5006223,Brittany Hoffman,1996-01-11,ian19@yahoo.com,99253 John Divide,Metallury,28,10,21,27,57
909735,Brandy Green,1998-03-13,curtisanthony@yahoo.com,35093 Castillo Flat Apt. 738,E&TC,46,33,87,27,69
5346134,John Grant,1997-02-13,tjames@graham.com,82066 Thornton Village Apt. 656,Petroleum,68,98,18,73,94
8412293,Jason Lowery,1995-10-21,james31@yates.info,0366 Jim Gardens Apt. 762,Mechanical,32,80,79,41,65
499336,Arthur Dyer,1995-09-12,cwilliams@gmail.com,9965 Evan Fort,Aviation,69,45,33,91,89
3346584,Kevin Lee,1997-05-13,michellesmith@yahoo.com,68480 Shaun Skyway,E&TC,73,40,21,30,18
3209257,Douglas Cox,1994-12-23,hclark@yahoo.com,806 Andrew Overpass,Civil,44,21,96,48,29
458209,Jennifer Williams,1997-02-18,taraglenn@hotmail.com,9215 Ramsey Roads,Aviation,75,96,36,42,97
3201172,Ashley Walker,1997-12-21,danielle67@yahoo.com,4595 Andres Trafficway Suite 011,Civil,92,77,67,14,54
6749129,Joseph Roberts,1995-03-13,grant00@cole.com,80336 Wood Court Suite 794,Civil,34,10,72,92,82
5857902,Renee Mcguire,1994-09-04,john51@gmail.com,79995 Stephen Flat Suite 547,Civil,98,10,59,51,96
161169,Ryan Brewer,1995-02-21,mstevenson@martin.com,529 Griffin Villages Suite 416,Mechanical,35,53,19,67,45
5024024,Kenneth Wilson,1995-06-26,andreesparza@andrews.info,827 Scott Coves,Metallury,58,47,35,92,80
1950579,Jeffrey Moon,1997-09-03,dstafford@hotmail.com,834 Davis Mill Apt. 511,IT,85,58,79,62,74
3296777,Tiffany Franklin,1996-12-24,cochranalexis@yahoo.com,27871 Sarah Court,E&TC,53,68,30,32,60
6525948,John Brock,1995-09-13,jacob98@hotmail.com,780 Hines Island Suite 593,Computers,10,14,61,67,90
4457594,Dustin Thompson,1995-04-13,sierra29@wilson.com,9093 Dunn Cliffs,Electrical,14,91,75,60,41
2011000,Samantha Brock,1997-06-30,antoniojackson@valdez.com,0692 Pierce Circles Suite 139,Aviation,28,35,49,53,40
4243843,Amber Price,1997-02-18,darren29@yahoo.com,5169 White Bypass,Chemical,39,99,64,95,74
2200292,Shannon Morales,1995-05-01,jonathan21@murray.com,12386 Hughes Ports Suite 378,Aviation,72,10,71,73,70
6791443,Noah Jones,1995-07-01,joseph30@hotmail.com,3616 Aaron Springs,Electrical,99,80,72,85,45
688986,Christopher Mckay,1996-09-21,fordmaria@robinson-green.info,19072 Brian Radial,Civil,32,17,71,58,97
6624306,Kristin Mcdonald,1997-09-11,tina01@dixon.net,845 Mallory Village,Metallury,52,49,49,55,38
5039854,Jessica Fleming,1997-12-30,hilldennis@yahoo.com,850 Pham Crest Suite 537,Metallury,38,50,37,69,41
6325328,Vincent Ruiz,1997-02-17,nicole32@gmail.com,11818 Ray River Suite 923,Aviation,55,52,24,15,10
5129255,Patricia Simpson,1995-10-04,ariley@rogers.com,30663 Danielle Rue,Mechanical,25,86,52,13,84
2721080,Rebecca Lopez,1996-10-05,joelcook@hotmail.com,629 Alexis Brooks,Metallury,97,49,92,95,90
7489465,Nicole Franklin,1994-06-29,deanna07@smith-johnson.com,1040 William Unions Apt. 728,Computers,82,29,36,90,70
5579630,Christopher Hall,1998-01-08,jasonevans@burke-hamilton.com,0716 Martin Cove,Petroleum,33,55,54,66,34
7581591,Angela Roth,1995-12-24,iparks@yahoo.com,37340 Carroll Springs,IT,26,22,13,52,63
7653173,Rebecca Rodriguez,1996-07-23,mark81@fletcher.biz,5457 Jackson Well Apt. 123,Metallury,73,11,99,49,100
7164149,Bradley Booth,1998-03-08,cherylochoa@yahoo.com,273 Jonathan Ranch Suite 987,Petroleum,90,89,48,55,35
1141492,Kimberly Page,1997-12-14,caseycooper@smith.com,625 Gomez Passage,Computers,83,25,22,95,93
6963965,Hunter Graham,1997-04-08,laurengomez@yahoo.com,65370 Horn Motorway,IT,48,99,20,57,71
8266685,Robert Poole,1995-04-18,bridgetwhite@thompson.com,91925 Jonathan Ferry,Petroleum,65,76,76,15,48
