registration_id,student_name,date_of_birth,email,address,department,sub1,sub2,sub3,sub4,sub5
4000546,Bryan Webb,1998-04-21,jamesthomas@mahoney.com,283 Tammy Circle Apt. 538,Metallury,49,68,10,69,75
4187951,Luke Castro,1997-09-11,stephanieluna@norman.com,06380 Sylvia Heights Suite 443,Computers,13,42,88,96,20
7263630,Alisha Mills,1998-02-04,normangreen@taylor.com,039 Benson Knoll,Civil,21,20,19,40,58
5002492,Mrs. Catherine Franklin,1995-08-11,seanpace@yahoo.com,2174 Michael Summit,Aviation,77,87,28,40,73
6634257,Jennifer Coleman,1998-03-26,msmith@jones.com,8182 Danielle Stravenue Apt. 778,Computers,53,12,67,83,66
6218310,Kyle Shannon,1997-11-23,matthewtaylor@underwood.org,8178 Julia Lake Suite 210,E&TC,78,64,68,84,61
6485951,Christopher Smith,1998-02-10,alison22@harrison-gilbert.com,0567 Christina Place,Electrical,62,28,60,27,22
1777421,Molly Murphy,1996-01-04,kathleen32@yahoo.com,010 Lambert Motorway,Metallury,33,80,50,57,55
5985276,Jeremiah Parker,1997-07-27,heather65@gmail.com,38586 Joel Route Suite 635,Petroleum,89,92,17,43,12
5406838,Julie Hernandez,1996-02-12,tonihansen@hotmail.com,005 Banks Inlet,Aviation,61,77,44,55,12
971100,Krystal Rodriguez,1997-10-27,christopher01@gmail.com,632 Adams Shores,Civil,30,84,64,23,55
2502260,David Bond,1995-05-19,ruizjennifer@bell.net,970 Joshua Ford,Metallury,81,84,57,75,15
8229901,Dr. James Brown MD,1994-10-08,aprilwade@kim.com,271 Renee Flat,IT,19,41,71,21,70
4877288,Reginald Christensen,1997-11-13,wallacelisa@gmail.com,346 Hall Islands,Petroleum,100,23,18,18,48
2862619,Eric Bartlett,1995-11-02,juan03@bright.com,505 Ronald Forges Suite 359,E&TC,73,59,64,99,79
6303543,Lisa Jackson,1995-03-26,cynthia91@taylor-gilbert.com,5080 Michael Fork,Aviation,69,89,48,95,61
29493,April Edwards,1998-05-06,annlynch@hotmail.com,7331 Sanders Lodge Suite 756,Aviation,60,51,76,54,44
1276086,Robert Harris,1997-03-27,carrie20@gmail.com,6822 Kevin Haven,Petroleum,75,40,92,19,56
7134951,Heather Lee,1997-12-10,chadmoreno@gmail.com,29549 Roth Curve,Chemical,34,30,63,71,71
6409377,Bryan Gordon,1997-10-24,kelly78@hoffman.com,0288 Walters Land,Petroleum,22,75,97,55,75
5182973,Luke Johnson,1996-07-28,elliottjames@hotmail.com,40038 Lawson Row Suite 487,Civil,56,75,63,43,59
1239851,Albert Reed,1996-01-16,matthewcunningham@hotmail.com,05406 Kevin Plaza Apt. 756,Petroleum,19,50,95,66,23
8189269,Carrie Ramirez,1996-06-11,qgibson@hotmail.com,95132 Stacey Creek,Aviation,51,78,12,46,68
272772,Raymond Weaver,1994-10-15,christinadavis@ruiz.org,0603 Mark View,Civil,18,18,93,58,64
128697,Jacob Edwards,1994-12-03,tamarafowler@ruiz.org,96328 Michael Union Suite 859,Civil,10,56,62,12,66
4309755,Alison Fox,1997-12-29,jill68@gmail.com,7769 Vickie Shores,IT,23,98,36,68,80
442238,Lisa Bailey,1996-10-29,stevensonerin@matthews-gates.com,6417 Justin Summit Apt. 676,E&TC,41,71,14,78,99
5803939,Teresa Duncan,1994-07-21,brian94@yahoo.com,900 Barnes Villages,Petroleum,85,89,64,93,42
6581013,Teresa Miller,1996-09-30,rlane@yahoo.com,4158 Cruz Stravenue,IT,23,63,39,11,32
6280442,Faith Ford,1997-10-22,reneeporter@yahoo.com,8203 Owen Divide Suite 671,Aviation,14,97,92,87,42
2831673,Hannah Williams,1997-09-24,qfletcher@hotmail.com,1735 Ashley Fords,Petroleum,50,74,30,82,87
2777409,Gary Russell,1996-06-28,richard54@rivera.com,174 James Port,Mechanical,58,77,10,18,84
6558560,Adrian Lynch,1996-08-15,isanchez@howard.info,6526 Morgan Rapids Suite 139,Civil,55,54,54,90,35
5319880,Barbara Patel,1994-05-31,ramirezjeremy@ball.org,2878 Smith Fields Apt. 968,Mechanical,58,31,33,69,32
7049626,Martha Roberson,1997-08-29,parrishmatthew@barron.com,987 Malone Path Suite 811,IT,13,78,53,62,17
8211942,Kerry Hansen,1997-06-25,ogarrett@yahoo.com,6290 Ricardo Run,Chemical,13,89,18,19,67
1888598,Thomas Sandoval,1994-09-08,vincentford@christensen.com,0520 Shelton Groves Suite 612,Metallury,63,39,51,82,51
492373,Olivia Jenkins,1996-11-07,rhensley@jones-grimes.com,73631 Theresa Crest Apt. 218,Mechanical,47,34,88,13,55
5520816,Tiffany Miller,1995-09-05,williamschristina@gmail.com,073 Nicole Mountains,Electrical,82,29,94,40,91
6191794,Lisa Rodriguez,1998-03-11,masonstacey@ford.com,3562 Carter Hollow Suite 818,Chemical,37,77,46,83,76
5028706,Christina Trujillo,1998-01-04,stacy93@hotmail.com,7623 Mitchell Mountain,E&TC,30,90,20,76,96
7906876,Logan Wade,1996-07-09,briannichols@gmail.com,8963 Moore Plains Apt. 092,E&TC,39,89,80,61,12
3657919,Chelsea Horton,1997-09-10,wallaceanne@berger.com,502 Brian Glen Apt. 915,Electrical,78,78,96,27,86
6991928,Jennifer Cook,1997-02-27,fullercarolyn@yahoo.com,577 Robert Passage,Computers,61,10,29,61,26
3739682,Kathleen Ball,1996-07-31,jerry69@stanley.com,448 Chandler Creek Suite 313,E&TC,40,69,92,25,12
143082,Mark York,1997-01-17,christy47@moses.org,05291 Jill Drive,IT,73,31,49,70,50
7691989,Jennifer Cole,1994-11-03,christopher17@green-diaz.info,89977 Lee Plains Suite 357,IT,62,27,91,56,27
6800890,Tracy Parker,1998-04-27,amandanavarro@glass.com,7686 Laura Camp,Electrical,41,35,28,57,38
1969759,Rebecca Rivera,1996-06-21,zwest@hotmail.com,3291 Myers Meadows,Petroleum,71,20,43,57,19
2344876,Scott Martinez,1995-01-02,bray@johnson-stein.com,074 Steven Mountain Suite 731,Petroleum,14,65,86,22,35
5334357,Robert Ferguson,1998-01-20,joanne71@hudson-ramos.com,9713 Moore Mission,Electrical,96,49,94,46,73
8142522,Denise Bell,1995-05-13,peaton@may.com,96933 Harold Manor,Civil,23,20,22,85,34
1360685,Laurie Taylor,1994-08-19,mwalker@french.com,1905 Harvey Causeway Suite 973,IT,64,91,98,55,80
4134657,Daniel Parsons,1997-03-14,andreacarroll@hotmail.com,760 James Expressway,Civil,45,81,54,76,27
1666149,Dwayne Cooper,1997-05-25,georgephillip@dominguez.info,81535 Buck Orchard,E&TC,36,55,68,16,31
8850359,Jason Lee,1995-12-13,fholmes@gmail.com,3304 James Rue Suite 440,Civil,76,27,13,46,96
6550074,Molly Murray,1996-05-08,bowersalison@gmail.com,425 Macdonald Village Suite 326,IT,97,43,76,33,58
7851492,Valerie James,1996-07-22,allenjennifer@wilson.com,52992 Scott Motorway Suite 602,Metallury,74,97,89,47,38
3549800,Pamela Aguilar,1995-01-20,courtney57@yahoo.com,64033 Miller Prairie Suite 006,Chemical,14,85,59,13,24
7681001,Alyssa Walker,1995-01-18,catherineclements@gmail.com,859 Griffin Tunnel,Aviation,11,11,46,47,24
2777645,Dawn Moore,1997-04-24,taylorchristian@hotmail.com,65958 Juan Summit Suite 813,Petroleum,39,15,67,97,65
4402486,Jesse Baker,1997-05-07,tyler20@yahoo.com,844 Phillip Drives Suite 662,Metallury,99,23,31,85,76
3937808,Daniel Jones,1996-03-22,tamara54@cox-cook.com,647 Johnson Bypass Suite 271,Petroleum,85,22,24,10,90
6485923,Joseph Craig,1996-10-09,derrick54@hall-acosta.org,406 Keith Keys Suite 242,Mechanical,51,97,79,95,40
8529697,Lynn Johnson,1995-12-17,brucedale@hotmail.com,5788 Miller Mews Apt. 329,Electrical,67,24,54,58,87
7386449,Ray Contreras,1996-01-28,kirbybenjamin@hotmail.com,985 Jaime Circle Suite 126,Mechanical,31,31,41,83,32
4304666,Dustin Smith,1996-03-10,rhooper@jones.com,344 Palmer Lock Apt. 365,Mechanical,19,43,43,22,62
885641,Jason Rosario,1995-06-11,wheelermelissa@hotmail.com,072 Vanessa Expressway Apt. 919,Chemical,83,90,42,62,10
1131511,Dana Brewer,1994-06-23,amandaharrison@diaz.biz,20314 Gutierrez Lock,Electrical,79,79,80,29,15
3584224,Valerie Ramirez,1997-11-25,michelle21@yahoo.com,40375 Johnson Ranch Apt. 563,Metallury,78,41,93,59,94
5361176,Deborah Miller MD,1996-05-22,traviswarner@hansen-mccormick.net,6728 Carlos Locks,Chemical,39,62,37,67,19
7504421,Lindsay Rowe,1997-06-11,brownroberta@stone.org,91642 Henderson Burg Suite 869,Computers,11,36,60,63,10
4144962,Joseph Delgado,1998-01-16,donna94@gmail.com,1788 Jacobson Highway Suite 336,Chemical,74,29,50,25,24
7314182,Angel Morris,1997-07-23,taracamacho@mills-hall.com,593 Fisher Port,Civil,90,88,16,20,86
6765358,Ricardo Thomas,1995-11-19,ljohnson@fisher.biz,631 Moore Springs Suite 756,Aviation,82,88,71,64,65
1985089,Marcus Carter,1998-02-26,tayloraustin@yahoo.com,0557 Richard Trail Suite 790,E&TC,49,96,53,18,43
8151033,Curtis Bailey,1997-08-15,connoralexander@gonzales.com,7033 Nicole Lake,E&TC,17,21,37,52,68
2710242,Christine Hood,1995-11-02,leonardhutchinson@smith.com,0885 Tran Meadows Suite 160,Civil,27,29,42,24,10
3250469,Shawn Boyle,1998-03-06,elliottjames@yahoo.com,573 Brittney Summit Suite 533,E&TC,43,81,16,35,56
6967816,Benjamin Finley,1994-06-01,tprice@allen.com,16789 Thornton Spring Suite 366,Mechanical,82,67,77,78,100
6454284,Ricardo Jacobson,1995-06-11,joseph33@zimmerman.com,83346 Harris Unions Apt. 216,IT,97,70,66,51,63
6580879,Scott Gomez,1996-11-22,ncollins@carr.com,9240 Cobb Ways Apt. 594,Mechanical,66,99,59,27,78
230852,George Miller,1996-08-11,jamieestes@yahoo.com,2969 Denise Pike,Petroleum,28,78,89,75,53
6745555,Lauren Gray,1995-09-23,joseph37@ward.com,359 Anderson Manor Suite 502,Aviation,94,67,44,21,53
3925953,Nicole Acevedo,1997-12-24,kathrynbeck@lee-lucas.biz,270 Joseph Dam,IT,20,31,81,96,59
6682741,Justin Garcia,1995-09-09,dlutz@gmail.com,7243 Miller Corner,IT,14,90,43,96,46
2487844,Kimberly Dominguez,1995-09-02,carrieoconnell@austin.biz,581 Bruce Walk,Petroleum,75,68,32,50,76
1854135,Tommy Cross,1997-06-11,jeffrey17@hotmail.com,109 Randy Flat Apt. 402,Metallury,36,43,46,84,60
3648649,Vickie Hudson,1998-03-12,cmartinez@knight.com,224 Lopez Stravenue,Computers,73,54,42,11,11
1068369,Ryan Lawson,1995-12-27,qscott@hotmail.com,7710 Michael Greens Suite 470,Metallury,47,84,54,36,84
6531228,Robert Cook,1994-10-24,pruittjoseph@yahoo.com,2240 Michael Summit Suite 002,Aviation,91,80,53,57,66
1360028,Lori Moore,1994-09-21,williamstimothy@yahoo.com,0689 Michelle Plains,IT,63,100,52,39,98
8782526,Sarah Friedman,1995-07-02,angelacollins@gmail.com,187 Alvarez Causeway Suite 525,E&TC,14,29,100,25,94
3507915,Michael Mckinney,1994-06-15,michele29@yahoo.com,1942 Michael Forest,Mechanical,11,13,87,32,68
6830113,Lisa Hill,1997-02-07,dudleychelsea@miller.info,8867 Rodriguez Extensions,Chemical,50,22,45,21,64
2366031,Kevin Rangel,1994-11-05,dawn54@gmail.com,252 Hardy Mountain,Civil,52,69,59,44,35
198350,Norma Jennings,1997-03-12,ecampbell@gmail.com,646 Butler Curve,IT,79,43,53,29,30
5016633,Brittany Thompson,1996-04-25,jeremysingleton@irwin.com,9763 Austin Knoll Suite 347,IT,99,88,58,100,49
613434,Maria Landry,1995-05-19,kimberlymurphy@yahoo.com,525 Rodriguez Heights,Electrical,31,59,44,82,22
6059451,Shawn Browning,1998-01-17,moorelisa@mullen-perez.net,69485 Gutierrez Fords Suite 409,IT,94,83,21,55,47
2500638,Timothy Jennings,1995-08-22,josephsawyer@yahoo.com,878 Arnold Pines,IT,52,42,97,48,29
6549643,Matthew Hamilton,1996-02-20,cassieevans@hotmail.com,2302 Vasquez Grove Apt. 157,Mechanical,69,46,82,67,93
2265228,Danielle Harris,1997-08-12,nolanjohn@greene-sweeney.com,2822 Lewis Terrace Suite 004,IT,76,21,16,54,84
6226930,David Olson,1997-02-13,zjohnson@jones.org,80077 James Plain Suite 092,Electrical,77,33,15,31,53
7642940,Crystal Johnson,1995-11-05,michellesmith@thomas.org,4524 Rodney Trace,Civil,96,85,55,29,86
4509967,Tina Russell,1997-03-02,danieljohnson@garner.com,36507 Kim Orchard,Chemical,38,70,76,81,11
8699345,Matthew Tate,1998-05-02,hamiltonmallory@taylor.com,85545 Tom Views Apt. 262,Petroleum,43,54,54,68,26
1911583,Anthony Hardy,1995-09-07,lindaperkins@yahoo.com,5777 Ashley Oval,IT,69,89,59,76,69
5769110,Martin Cochran,1997-09-11,stacey38@morrison.com,28786 Rose Skyway Suite 060,Aviation,18,23,11,27,78
155506,Michelle Hopkins,1996-06-26,christinewalker@johnson.biz,8856 Robert Lights,Metallury,79,83,80,45,37
750409,Emily Byrd,1995-12-14,sara62@davis.info,6078 Natalie Hill,Computers,69,83,94,68,28
8261318,Breanna Bates,1996-07-02,scottleah@gardner-harper.com,82024 Kelly Vista,IT,34,78,24,23,84
5935388,Thomas Pierce,1997-09-03,rmoon@gmail.com,8628 White Streets,Metallury,96,68,37,38,59
5060216,Cheryl Young,1996-06-17,williamwright@hotmail.com,14747 Hunter Mill,Aviation,57,12,16,33,16
3601977,Kristin King,1996-06-29,morrisontina@morgan-ibarra.com,5859 Nathan Bridge,Electrical,67,17,58,44,65
4142487,Ashley Becker,1996-02-29,jody27@yahoo.com,08469 Melissa Lock,Computers,62,74,79,31,49
6786798,James Delgado,1996-11-20,carolynbradford@hernandez.com,0653 Donald Prairie,IT,24,79,10,55,39
4650014,Jenna Rodriguez,1996-11-10,ryannelson@brooks-olson.com,861 Baker Shoals,IT,88,60,89,28,62
3097768,Lisa Hays,1996-04-15,gibsonmelissa@hotmail.com,24237 Andrew Rue,Petroleum,38,66,62,18,19
4886622,Jonathan Peterson,1995-10-31,phillipmatthews@yahoo.com,76089 Holland Mountain Suite 124,Chemical,13,81,88,50,68
859144,Ashlee Tapia,1997-12-06,dhess@dunlap.com,67256 Christian Lane Apt. 978,Mechanical,12,58,28,51,27
6712901,Dawn King,1996-07-24,mdurham@yahoo.com,261 Howard Fields Apt. 161,IT,98,79,74,66,71
8884376,Jessica Ayers,1994-09-24,brittany43@hotmail.com,464 Weaver Turnpike Apt. 803,Aviation,45,37,95,49,93
4057761,George Harding,1997-09-20,shawchad@doyle.com,8112 Bethany Mission Suite 394,IT,91,64,27,42,11
4131442,Zachary Odonnell,1998-03-06,wendyalvarez@hotmail.com,2066 Thompson Roads,IT,23,63,57,89,22
8544411,Scott Allen,1995-11-10,jeanette13@hotmail.com,441 James Street Suite 173,Metallury,48,95,40,16,58
2545031,William Olsen II,1994-12-23,stewartstephen@gmail.com,4437 Brown Landing,Petroleum,82,65,93,24,98
5519292,Jordan Campbell,1994-12-02,adamharris@perry.com,43824 Ruiz Mall,IT,64,36,26,31,62
4967896,Judy Hall DDS,1994-11-18,michael61@gmail.com,2744 Lucas Dam,IT,60,93,12,40,83
5426330,Andrew Miller,1996-03-16,zunigageorge@mendez.com,661 Sanchez Estate Suite 370,Chemical,93,29,24,18,41
6519073,Grace Kelley,1998-02-20,allencrystal@hotmail.com,1321 Marcus Radial Apt. 861,Aviation,46,83,54,35,84
6259577,Carolyn Skinner,1997-01-22,penamary@thompson-lewis.net,796 Dawn Turnpike,Mechanical,38,34,58,15,86
6465147,William Mercer,1996-06-04,williambriggs@thompson.com,482 James Trafficway Suite 351,E&TC,88,46,23,85,82
3408620,Samuel Kelly,1994-09-20,bmaldonado@martin.com,2850 Lawson Lakes Apt. 538,Electrical,14,16,45,48,21
6559974,Jason Knight,1997-07-11,ucampbell@smith-obrien.com,22111 Osborne Village Apt. 367,Aviation,40,88,78,18,81
3505038,Erik Copeland,1996-05-10,xpeterson@hotmail.com,21871 Kathy Expressway,Metallury,36,20,14,64,38
5308464,Jessica Lyons,1996-11-16,sosamegan@wilson.com,025 Jason Meadow Apt. 486,Petroleum,51,67,73,90,98
8390783,Erin Smith,1996-10-08,eanderson@coleman-robinson.com,73432 Porter Hollow,Metallury,43,79,93,43,18
3251273,Brandon Martinez,1998-05-13,fblack@yahoo.com,6204 Carpenter Forges Suite 150,Aviation,57,50,71,100,11
6650813,Anthony Cohen,1994-07-20,cmckee@page-yang.org,13916 Crystal Crossing Suite 810,E&TC,26,81,27,19,83
6897500,Jose Fields,1994-06-11,garrettgreen@jackson.biz,94658 Cameron Skyway Apt. 634,Chemical,95,62,32,15,71
6440958,Samuel Stevens,1997-08-15,shari96@green.com,5732 William Way Suite 196,Aviation,38,82,71,16,26
5373958,Robert Lewis,1997-01-31,kristina91@gmail.com,8795 Kevin Vista Apt. 867,Computers,43,43,23,42,91
7609251,Jason Mcintosh,1996-08-11,stephen46@fitzgerald-little.com,32666 Jackson Glens,IT,97,42,17,88,99
8011010,Jenna Schneider,1996-11-03,julia46@short.com,56457 Kevin Prairie,Electrical,65,74,86,33,24
456803,Anthony Fox,1995-05-22,pamela46@gmail.com,7547 Griffith Burg Suite 156,IT,42,77,24,62,78
689731,Thomas Lee,1998-05-26,mcconnelldiana@gmail.com,76633 Brian Brook Apt. 079,E&TC,54,63,44,74,55
3227362,Dawn Garrison,1997-12-21,rachel72@wells.com,598 Jones Island,Aviation,23,65,67,68,94
5598904,Daniel Wright,1997-06-19,stevenmoore@jenkins.com,8858 Victoria Falls Suite 428,Petroleum,51,33,29,40,40
516605,Tanya Kemp,1995-03-27,mblevins@carlson-phillips.com,27433 Jacob Orchard Suite 435,Metallury,95,97,96,10,44
323681,Michael Burton,1995-10-19,martin33@gmail.com,84900 Daniel Junction Suite 749,Aviation,37,65,78,10,19
528974,William Booth,1995-07-18,nathanielavila@schwartz.biz,02463 Michael Stravenue,Petroleum,78,89,92,56,56
4036067,Jeremy Rogers,1995-03-31,gutierrezpeter@hotmail.com,258 Nicole Tunnel,Aviation,82,41,96,42,81
591852,Christopher Thomas,1997-03-22,michaelyoung@gray.com,2001 Cain Views,Electrical,42,13,86,94,73
368584,Adam Cox,1998-02-14,qsmith@gmail.com,54026 Anna Path Apt. 347,Mechanical,15,56,25,56,43
6085590,Michael Joseph,1996-04-01,kroberts@gmail.com,22879 Garcia Club Apt. 503,IT,18,59,47,97,30
3297164,Teresa Roberts,1995-02-09,jonathan23@shepherd-thompson.net,837 Bush Drive Apt. 308,Chemical,97,20,54,29,94
5010837,Monica Murphy,1994-09-27,christopher31@lopez.net,222 Simpson Square,Civil,19,62,11,83,94
407229,David Mann,1997-08-17,zturner@williams.com,8891 Kim Island Suite 045,Aviation,85,27,38,96,53
1219514,Jackie Foley DDS,1997-04-24,bmiranda@yahoo.com,573 Kerry Harbor Apt. 042,Chemical,83,20,78,35,52
6232337,Brianna Ochoa,1998-01-29,dmarks@campbell-cox.com,475 Micheal Road,E&TC,60,26,97,54,62
7955517,Ryan Murphy,1994-10-19,scotthill@gmail.com,4898 Jane Prairie Apt. 637,E&TC,99,22,86,51,34
5678123,Jennifer Ray,1998-04-30,tjenkins@gmail.com,93989 Hardy Street Suite 390,Petroleum,73,47,80,65,42
5193114,David Massey,1996-07-10,mikayla00@hotmail.com,63188 Dorsey Manor,Electrical,48,20,100,71,34
7821017,April Perkins,1998-02-28,elizabeth58@hughes.com,41198 Victoria Mills,Civil,92,67,50,42,82
5047648,Charles Robertson,1998-04-09,linda59@mcclure.com,04122 Anthony Roads Suite 218,Computers,77,67,46,38,10
3476229,Margaret Raymond,1998-03-08,meagan04@hall.com,673 Anthony Mount,E&TC,39,84,88,30,44
2078348,Joshua Lane,1997-08-28,simsnicholas@yahoo.com,927 Lewis Creek Apt. 843,Civil,41,78,90,100,57
4354963,Ashley Williams,1996-07-30,ubutler@hotmail.com,74953 Tonya Stream Apt. 719,E&TC,81,97,57,67,47
94120,Billy Griffin,1996-06-15,jkoch@yahoo.com,3235 Jamie Heights Apt. 559,Chemical,46,88,90,100,85
6151895,Jason Stevens,1995-04-26,johnsonstefanie@nguyen-hunt.com,50862 Bartlett Course Suite 895,Petroleum,47,55,34,93,15
4510596,Amber Gibson,1994-12-20,fosteradam@hotmail.com,035 Swanson Point Apt. 418,Aviation,45,98,26,69,67
7306271,Christopher Warren,1998-03-03,brentwright@dougherty-edwards.com,8311 Baxter Valley Suite 385,Civil,64,29,44,35,39
458571,Julie Adkins,1996-06-21,psaunders@hotmail.com,781 Ruben Village,Mechanical,40,97,77,28,54
1939424,Michael Thomas,1997-07-19,smithdavid@strickland-walker.com,947 Stephen Path Apt. 267,Chemical,18,13,72,73,70
5197406,Brenda Harper,1998-03-02,tara39@kennedy-hammond.com,596 Thompson Plaza Apt. 086,IT,98,84,33,61,80
5225763,Heather Martinez,1998-05-14,fernandezjessica@hotmail.com,3547 Shawn Shores,E&TC,98,72,98,58,92
8005700,Douglas Barker,1997-03-24,boydmichael@yahoo.com,1432 Pamela Meadow,Metallury,82,63,37,20,29
7723425,William Casey,1995-04-21,leewilson@nelson.com,203 Berger Dale,E&TC,15,29,90,16,86
7507005,Kyle Villa,1994-09-07,riceaudrey@hotmail.com,0440 Garrison Prairie,Computers,12,64,64,96,89
6952208,Heather Goodman,1998-01-06,jeffery89@medina.org,981 Christopher Well Suite 813,Civil,59,94,75,56,42
99170,Debra Hernandez,1997-02-10,flane@gmail.com,4935 Justin Ports,Civil,80,96,71,67,88
8795054,Steven Peterson,1997-10-27,caldwellheather@hotmail.com,89630 Duran Radial Apt. 681,Mechanical,93,97,49,83,30
2831915,Anna Patel,1998-05-14,ehurst@hotmail.com,1463 Scott Springs,IT,22,18,31,48,64
5531733,Daniel Carlson,1994-10-23,angelasmith@hotmail.com,7638 Jonathan Underpass,Metallury,17,94,60,80,73
8569188,Carlos Cross,1997-08-22,samuel72@norris-kim.net,26977 Jeffrey Road Suite 055,Computers,19,72,76,90,76
2072019,Travis Lee,1996-10-26,toddoneill@robinson.org,384 John Forest,Metallury,44,59,73,89,31
2095260,Rebecca Newman,1994-07-18,rpetersen@yahoo.com,53052 Davidson Road,Chemical,50,74,37,66,13
95455,Michael Hooper,1995-01-11,joshuarodriguez@yahoo.com,6936 Fisher Canyon Suite 668,Petroleum,46,77,22,73,55
4467358,Craig Carpenter,1998-05-25,jonessandra@johnson-harris.com,2855 Nathan Hills Suite 085,E&TC,48,59,96,76,74
5587355,Kelly Johnston,1994-09-27,alexander95@gmail.com,1013 Sandra Common Apt. 486,Metallury,13,68,50,25,97
1503090,Jordan Hampton,1994-06-06,robertsmith@strickland.org,208 Perez Isle,Chemical,43,38,52,67,40
4923369,Adam Garcia,1996-08-20,obrienkarla@gmail.com,474 William Harbors Suite 124,Civil,70,74,51,22,63
354079,Andrew Noble,1998-05-21,johnsonkelsey@gmail.com,405 Kelsey Shores Suite 851,Civil,48,81,70,56,55
3988295,Heidi Clay,1995-10-07,littlejessica@carter-davidson.com,79412 Caroline Mills,E&TC,94,13,48,65,99
655017,Jasmine Solis,1995-01-30,ccarlson@baker-gonzalez.info,301 Fisher Parkway Apt. 210,Electrical,58,45,10,64,91
3067561,Andrea Brown,1995-07-26,jlewis@thompson-morgan.com,868 Holmes Mountains,IT,71,34,84,84,32
1677298,Michele Cox,1997-06-06,fletchertodd@berry.com,6452 Diana Wall,E&TC,80,50,65,68,95
686956,Leslie Pierce,1995-04-02,kennedychase@gmail.com,03790 Hogan Forks,Petroleum,20,49,14,31,13
1479160,Alison Cook,1994-11-27,obowman@yahoo.com,7859 Stacie Corner Apt. 143,Aviation,39,46,23,85,63
2997395,Christopher Perry,1995-10-18,robert87@gmail.com,284 Hartman Manors Apt. 294,Petroleum,31,49,24,36,18
746958,Emily Osborne,1997-01-09,rschultz@bruce.com,4266 Kristina Valley,Metallury,48,73,97,44,71
5869585,Rebecca Carroll,1996-12-30,mary76@gmail.com,668 Allen Estates Suite 889,E&TC,30,93,68,43,61
7383554,Alicia Jackson,1997-04-21,johnsonlaurie@campbell.com,8669 Gregory Mountains,E&TC,26,52,60,10,39
8222111,Angelica Campbell,1996-06-22,mhamilton@gmail.com,007 Paul Throughway,Civil,80,26,18,78,41
661433,Terry Valdez,1997-01-12,donaldbautista@cobb-tate.com,41026 Rebekah Ports Suite 241,Computers,71,53,40,33,18
2095788,Sarah Martin,1995-05-02,glennpena@gmail.com,080 Hurley Island,Metallury,21,43,40,87,91
7554365,Angela Smith,1995-12-24,armstrongrichard@yahoo.com,61916 Greg Pine,Civil,76,79,75,37,70
8563129,Jeffery Mason,1995-10-31,fperez@hotmail.com,19055 Donald Turnpike Apt. 985,E&TC,98,41,83,88,46
451814,Gabrielle Cobb,1998-04-02,williamspatricia@gmail.com,478 Johnson Turnpike,Metallury,75,24,52,57,64
4662304,William Petersen,1996-05-24,bobby42@lucas.com,73411 Clark Divide,IT,61,75,16,64,11
5418665,Matthew Bailey,1996-12-23,emilymcintyre@gmail.com,9994 Cross Road,IT,26,19,98,18,68
7935092,Jason Brock,1998-05-26,rgarrison@gmail.com,8610 Kenneth Orchard,Aviation,76,64,39,100,70
4277061,Joshua Terrell,1995-09-12,christophergreen@miller.info,76011 Brent View Suite 700,Metallury,44,88,97,43,62
